a 43 0 6 1 6 2 2 3 6 4 1 5 1 6 8 7 3 8 6 9 8 10 1 11 3 13 5 14 7 15 5 16 2 17 6 18 4 19 2 20 3 21 9 22 12 23 4 24 1 27 5 28 19 29 1 31 11 32 1 34 8 35 4 36 10 37 8 38 5 39 4 40 21 41 4 42 3 43 3 44 1 45 6 46 4 47 11 
arts 18 1 1 3 3 4 1 5 1 6 1 7 1 10 1 11 1 13 1 14 13 15 1 18 3 25 1 27 4 28 10 40 5 43 1 47 2 
artsinformation 1 30 1 
as 29 0 5 1 4 2 2 3 3 6 1 7 2 8 1 10 2 11 1 13 2 14 2 15 2 18 1 19 1 22 2 23 1 24 2 28 9 31 9 34 2 36 2 37 1 39 1 40 7 41 1 42 2 43 2 44 1 46 2 
ask 1 31 2 
aspect 3 3 1 22 1 23 1 
assessment 1 17 1 
assessments 1 17 1 
assistance 4 7 1 27 1 29 1 31 1 
assistants 1 37 1 
assists 1 29 1 
associate 2 0 1 31 2 
associated 1 31 1 
association 2 0 3 28 2 
astronomy 1 5 1 
at 36 0 6 1 1 2 3 3 6 4 2 5 3 6 6 7 3 8 5 9 2 12 1 13 1 14 3 15 2 16 2 17 1 18 1 20 2 21 2 22 1 23 3 25 1 27 2 28 6 30 2 31 5 34 1 36 2 38 2 40 1 42 1 43 2 44 1 45 2 46 8 47 1 
athletic 2 13 1 47 1 
athletics 1 27 2 
atlases 1 6 1 
atop 1 13 1 
attend 2 27 2 44 1 
attending 2 7 1 22 1 
attention 2 1 1 40 1 
attracted 1 28 2 
attracts 1 40 1 
authentic 1 16 1 
authority 1 31 1 
automatically 1 31 2 
available 13 4 1 6 1 7 1 15 1 19 1 20 1 27 1 31 3 39 1 42 1 43 1 44 1 45 1 
average 1 28 1 
award 1 28 1 
awarded 1 28 1 
awards 4 0 1 1 1 2 2 28 1 
away 3 9 1 19 1 22 1 
bachelor 2 4 2 28 1 
back 2 31 1 40 1 
backdrop 1 17 1 
background 1 47 1 
backgrounds 1 47 1 
baker 2 6 1 13 3 
ballroom 1 15 1 
banks 1 40 1 
bases 1 31 1 
basic 6 2 1 3 1 5 1 11 1 22 1 28 1 
basics 1 8 1 
basis 2 20 1 31 2 
be 14 0 1 3 2 9 1 17 1 20 1 22 1 28 1 31 11 34 3 37 1 38 1 40 2 45 1 46 1 
beacon 2 6 1 31 2 
beacons 1 31 2 
bear 1 40 1 
beautiful 1 34 1 
beauty 2 8 1 40 1 
became 2 28 2 40 1 
become 2 1 1 40 1 
becomes 2 8 1 45 1 
been 4 1 1 2 1 28 1 42 1 
began 2 28 1 40 1 
begin 1 1 1 
belief 1 1 1 
believe 1 31 1 
bell 1 13 2 
belong 2 9 1 31 1 
beloved 1 40 1 
below 1 3 1 
benefit 3 1 1 3 1 18 1 
berry 1 23 1 
best 3 3 1 40 1 47 1 
beta 1 28 1 
better 1 0 1 
between 8 3 1 4 1 5 1 18 1 23 1 35 1 36 1 46 1 
beyond 3 1 2 16 1 38 1 
big 4 15 3 27 1 28 1 44 1 
bike 2 23 1 34 1 
bioinformatics 1 28 1 
biological 1 5 1 
biology 2 28 1 38 1 
biomedical 3 2 1 6 1 28 1 
biometric 1 17 1 
black 2 14 2 27 1 
blend 1 2 1 
block 1 42 1 
blooming 1 27 1 
blue 1 34 1 
blunt 1 33 1 
board 2 28 1 30 1 
boasts 1 15 1 
body 1 31 1 
bonding 1 9 1 
bonds 1 47 1 
bonfire 2 13 1 40 1 
book 2 6 1 27 1 
books 2 6 2 10 2 
borrow 1 6 1 
boss 1 15 1 
boston 1 46 1 
both 2 11 1 28 1 
box 1 45 1 
bradley 1 46 1 
brain 1 5 1 
break 2 21 1 44 1 
breaks 1 20 1 
brick 1 43 1 
bridge 1 46 2 
bring 1 41 1 
brings 4 8 2 18 1 40 1 41 1 
broad 4 7 1 14 1 18 1 31 1 
broadcastinghanover 1 30 1 
broader 1 47 1 
browser 1 31 3 
budget 1 30 1 
build 3 9 1 37 1 44 2 
building 3 11 1 21 1 38 1 
buildings 1 23 1 
builds 2 22 1 44 1 
bulk 1 28 1 
burakian 1 27 1 
burlington 1 46 1 
bus 4 23 1 24 1 27 1 46 1 
business 12 0 1 2 2 3 2 4 1 5 1 6 1 7 1 18 2 28 2 30 3 40 1 42 1 
but 5 0 1 5 1 18 1 31 1 47 1 
by 26 1 1 3 4 4 1 7 1 8 1 10 3 11 2 12 1 14 1 18 3 19 2 20 1 23 1 24 1 27 2 28 6 31 17 34 1 36 2 38 3 40 5 41 2 43 1 44 1 45 1 47 2 
cabin 1 19 2 
cabins 1 19 3 
calendar 5 8 1 9 2 13 1 14 1 34 1 
call 4 27 1 30 1 33 1 36 1 
camera 1 6 1 
campaign 1 40 1 
campus 27 0 2 1 1 2 1 3 2 6 2 7 1 8 3 13 6 14 3 15 2 16 2 18 2 19 2 20 3 22 1 23 1 24 1 27 5 34 3 35 1 40 1 41 3 42 1 43 3 44 2 45 1 46 5 
can 11 7 1 8 1 9 2 19 1 22 1 31 1 36 1 40 1 41 1 44 1 45 2 
cancer 1 3 5 
candidates 1 40 2 
capacity 1 47 1 
cappella 1 22 1 
capture 1 40 1 
car 2 22 1 27 1 
card 2 30 1 43 1 
cards 1 43 1 
care 8 2 1 3 2 10 1 11 1 17 2 28 1 30 1 40 1 
career 2 34 1 39 1 
careers 1 39 1 
caribbean 1 5 1 
carnival 1 40 1 
carry 1 31 1 
case 1 40 2 
cases 1 14 1 
catalyzes 1 18 1 
catch 1 13 1 
cause 1 22 1 
ccne 1 3 1 
celebrate 1 40 1 
celebrated 3 14 1 25 2 40 1 
celebrates 1 16 1 
celebration 2 16 2 40 1 
center 18 3 8 6 2 7 3 14 4 15 2 16 2 20 1 21 3 22 1 23 3 27 2 30 5 33 1 34 1 41 1 43 1 44 6 46 3 
centercareer 1 30 1 
centered 1 41 1 
centerfinancial 1 30 1 
centerinstructional 1 30 1 
centers 5 3 6 6 1 10 1 11 1 14 1 
centersfinancial 1 30 1 
central 2 9 1 46 1 
centrally 1 12 1 
century 1 40 1 
certain 1 31 3 
chairs 1 6 1 
challenge 1 21 1 
chamber 1 27 1 
champions 1 15 1 
championship 2 15 1 19 1 
chance 2 37 1 40 1 
change 6 1 1 2 1 3 1 9 1 23 2 31 2 
changing 1 40 1 
channels 1 45 1 
chapel 1 44 1 
chaplain 1 44 1 
chaplains 1 39 1 
charter 1 40 2 
chartered 1 16 1 
charters 2 28 1 40 1 
check 3 15 1 25 1 45 2 
chemistry 1 6 1 
chemistrydepartment 1 5 1 
cherished 1 40 1 
child 1 31 1 
choices 2 17 1 39 1 
choir 1 14 1 
choose 3 13 1 35 2 43 1 
choosing 1 39 1 
christian 1 44 1 
circus 1 40 1 
citizens 2 3 1 28 1 
city 1 46 1 
civic 1 21 1 
civil 1 16 1 
clamantis 1 28 1 
class 13 0 1 1 1 2 1 6 1 9 1 13 1 17 1 20 1 28 1 34 2 35 1 40 1 43 3 
classes 4 7 2 15 2 17 2 34 1 
classics 1 28 1 
classicsdepartment 1 5 1 
classified 1 28 1 
classmates 1 38 1 
classroom 6 1 1 7 1 8 1 10 1 16 1 35 1 
classrooms 2 6 1 8 1 
clause 2 28 1 40 1 
cleanup 1 21 1 
clear 1 16 1 
click 3 0 1 1 1 2 1 
clients 1 0 1 
climate 2 3 1 23 2 
clinical 4 3 2 5 1 11 1 30 2 
clinicians 2 1 1 3 1 
clothes 1 45 1 
club 7 0 1 15 3 17 1 19 2 22 2 28 1 46 1 
clubnative 1 30 1 
clubs 1 22 3 
clusters 1 41 2 
coach 1 46 1 
coaching 1 17 1 
coed 1 22 1 
coeducational 1 28 1 
coffee 1 27 1 
coherent 1 36 1 
cohesive 1 8 1 
collaborate 1 16 1 
collaboration 3 0 1 2 1 3 2 
collaborative 4 1 1 3 2 37 1 39 1 
collect 1 31 6 
collected 1 31 5 
collection 3 6 2 14 1 31 1 
collections 4 3 1 6 4 7 1 14 3 
collects 1 31 1 
college 17 0 1 2 1 6 2 8 1 16 1 17 1 18 1 19 1 20 1 27 1 28 7 30 3 31 21 33 4 39 2 40 8 47 2 
collegeacademic 1 30 1 
collegedean 1 30 1 
colleges 2 28 1 31 1 
collegetuck 1 30 1 
collegiality 1 47 1 
collegiate 2 19 1 22 2 
collis 3 16 1 22 1 43 3 
combinatorics 1 28 1 
combine 1 36 1 
combined 1 2 1 
combines 2 36 1 40 1 
combining 2 28 1 40 1 
come 3 16 1 27 1 46 1 
comes 1 1 1 
comfort 1 27 1 
comfortable 1 6 1 
commentary 2 10 1 27 1 
commission 1 28 1 
commitment 5 1 1 9 1 16 1 28 2 40 1 
commitments 2 31 1 35 1 
committed 1 47 1 
committee 1 30 1 
common 4 3 1 20 1 31 1 41 1 
communicate 1 0 2 
communication 1 0 1 
communicationsoffice 1 30 1 
community 19 1 1 3 2 7 2 11 1 13 1 14 1 15 2 16 2 17 1 19 1 20 2 21 2 22 3 39 1 41 2 42 1 43 1 44 2 47 2 
comparative 1 30 1 
competes 1 22 1 
competition 1 22 1 
competitive 1 47 1 
competitors 1 40 1 
complex 3 3 2 11 1 42 2 
comprehend 1 18 1 
comprehensive 5 3 1 11 1 14 1 24 2 47 1 
comprises 1 28 1 
computation 2 3 1 47 1 
computational 2 3 1 18 2 
computer 7 1 1 5 1 6 1 9 1 28 2 31 2 45 3 
computers 2 31 1 45 1 
computing 2 0 1 9 1 
concise 1 36 1 
concord 1 46 1 
conduct 4 23 1 28 1 35 1 40 1 
conducted 1 3 1 
conference 1 27 1 
conferences 4 7 1 27 2 30 1 34 1 
confidential 2 17 1 44 1 
conflict 1 3 1 
congregational 1 40 1 
conjunction 1 28 1 
connect 4 6 1 21 1 22 1 31 1 
connected 1 45 1 
connecticut 4 19 2 34 1 40 2 46 2 
connecting 3 1 1 21 1 46 1 
connection 1 31 2 
connections 2 11 1 21 1 
connects 1 37 1 
consecutive 1 40 1 
consent 1 31 10 
consider 1 39 1 
considered 4 0 1 28 1 29 1 40 1 
consist 1 28 1 
consistently 2 28 2 40 1 
constituencies 1 0 1 
constitute 2 3 1 47 1 
constitution 1 28 1 
constitutional 2 28 1 40 1 
constructing 1 36 1 
consult 1 31 1 
consultations 1 17 1 
consulting 3 28 1 30 1 40 1 
contact 4 12 1 29 1 31 3 33 1 
contacts 1 25 1 
contain 1 31 1 
content 1 31 2 
contests 2 13 1 15 1 
continued 1 31 1 
continuing 1 31 1 
contract 3 28 1 31 1 40 2 
contractors 1 31 2 
contractual 1 31 1 
contribute 2 9 1 37 1 
contributing 2 13 1 18 1 
controller 1 31 1 
controls 1 30 1 
convene 1 8 1 
convenience 1 43 1 
convenient 2 42 1 45 1 
conveniently 1 27 2 
conversation 1 3 1 
conversations 3 0 1 16 1 44 1 
convocation 1 25 2 
cookie 1 31 1 
copies 1 31 1 
core 2 0 1 28 1 
coronavirus 1 0 1 
corps 1 21 1 
correspondence 1 31 1 
cotton 1 3 1 
could 1 0 1 
counseldartmouth 1 31 1 
counseling 3 17 3 39 2 44 1 
counseloffice 1 30 1 
country 5 2 1 15 1 19 2 22 1 30 1 
couple 1 28 1 
course 5 3 1 7 1 15 1 31 1 34 1 
courses 5 7 3 8 3 21 1 35 1 36 1 
court 3 28 1 31 1 40 1 
courtney 1 29 1 
courts 1 15 2 
courtyard 1 43 1 
cover 2 5 1 22 1 
coverage 1 5 1 
covered 1 27 1 
create 4 3 1 21 1 36 1 37 1 
creates 2 16 1 29 1 
creating 2 16 1 21 1 
creation 4 9 1 28 1 31 1 47 1 
creative 4 0 1 5 1 18 1 47 1 
creativity 2 0 1 7 1 
credit 3 38 1 43 1 45 1 
credits 1 38 1 
crises 1 3 1 
crisis 1 0 1 
critical 3 0 1 3 1 11 1 
cross 2 13 1 19 1 
crossroads 1 23 1 
crying 1 28 1 
cuisines 1 43 1 
culminating 1 36 1 
cultivate 1 3 1 
cultivates 2 3 1 44 1 
cultural 2 3 2 41 2 
culture 5 0 1 3 1 38 1 40 1 47 2 
cultures 4 5 1 9 1 16 1 38 1 
cup 1 27 1 
curate 1 14 1 
curiosity 1 6 1 
currently 2 3 1 31 1 
curriculum 4 5 1 14 1 38 1 40 1 
cusick 1 29 1 
customize 1 35 2 
cuts 1 47 1 
cyber 2 8 1 18 1 
daily 3 13 1 43 1 46 2 
dana 1 6 1 
dance 3 3 1 14 2 15 2 
daniel 2 28 1 40 1 
dartmouth 46 0 7 1 3 2 4 3 9 4 1 5 1 6 2 7 9 8 4 9 7 10 1 11 1 12 1 13 6 14 4 15 5 16 7 17 8 18 3 19 3 20 7 21 7 22 8 23 2 24 2 25 3 27 7 28 21 29 3 30 3 31 27 33 7 34 2 35 4 36 2 37 2 38 9 39 3 40 17 41 1 42 2 43 3 44 4 45 2 46 6 47 13 
dartmoutheducating 1 7 1 
dartmouthoffice 1 30 2 
dartmouththe 2 7 1 30 1 
dartmouthxtake 1 7 1 
data 1 31 26 
database 1 6 1 
dating 1 40 1 
david 1 28 1 
day 4 13 2 15 1 17 1 20 1 
days 1 0 1 
dc 1 46 1 
dcal 1 3 1 
deals 1 9 1 
dean 3 25 1 29 3 30 2 
deans 4 9 1 30 2 34 1 36 1 
deanthe 1 30 1 
debate 2 37 1 47 1 
debates 1 40 1 
decade 1 28 1 
decades 1 40 1 
decide 1 9 1 
decision 2 28 1 31 1 
decisions 1 29 1 
declare 1 36 1 
dedicate 1 21 1 
dedicated 5 3 1 28 1 31 1 34 1 47 1 
deep 4 21 1 28 1 38 1 40 1 
deeply 1 23 1 
define 3 3 1 16 1 36 1 
defined 2 21 1 31 1 
degree 4 2 1 11 1 28 2 40 2 
degrees 3 2 1 13 1 28 1 
delete 1 31 1 
delivers 2 7 1 18 1 
delivery 4 2 1 28 1 30 1 40 1 
demonstrable 1 28 1 
denying 1 34 1 
department 6 1 1 2 1 5 4 14 1 28 1 31 2 
departments 8 2 1 5 4 6 1 10 2 11 1 28 3 33 1 36 2 
depth 1 38 1 
describe 1 31 1 
described 1 31 2 
deserto 1 28 1 
design 6 3 1 7 1 9 1 18 1 30 2 36 1 
designed 3 23 1 41 1 42 1 
designs 2 7 1 22 1 
desk 1 45 1 
destination 1 19 2 
detailed 1 34 1 
details 1 31 1 
determines 1 31 1 
develop 1 18 1 
developed 1 22 1 
developing 1 3 1 
development 8 3 1 7 1 16 1 21 1 28 1 30 1 31 1 33 2 
diagnosis 1 3 1 
dialogue 3 3 2 16 1 44 1 
dickey 2 3 1 23 1 
did 1 0 1 
diego 1 38 1 
dietary 1 43 1 
dietitian 1 17 1 
difference 3 21 1 23 1 44 1 
different 2 9 1 21 1 
difficult 2 0 1 1 1 
dig 1 6 1 
digital 3 6 3 18 1 30 1 
dignitaries 1 3 1 
dine 1 43 1 
dining 5 17 3 20 2 24 1 27 1 43 9 
directions 1 27 1 
director 1 29 1 
directories 1 10 2 
directors 1 14 1 
directory 1 10 1 
disabilities 1 29 1 
disability 1 20 1 
discipline 1 9 1 
disciplines 4 6 2 9 1 11 1 38 1 
discourse 1 44 1 
discover 1 10 1 
discoveries 2 2 1 3 1 
discriminate 1 20 1 
discussion 1 23 1 
dishes 1 43 1 
disparities 1 37 1 
disposes 1 31 1 
disruptions 1 0 1 
dissonance 1 3 1 
distance 1 45 1 
distinctive 6 8 1 9 1 14 1 34 1 35 1 38 1 
distinguished 6 1 1 2 1 10 1 14 2 28 1 40 1 
dive 1 21 1 
diverse 2 9 1 16 2 
diversity 4 16 3 30 1 35 1 47 1 
diversityoffice 1 30 1 
divides 1 40 1 
division 3 15 2 28 1 31 2 
divisionsarts 1 30 1 
diwali 1 16 1 
do 2 23 1 31 9 
doc 2 19 1 22 1 
docks 1 34 1 
doctoral 2 1 1 28 1 
documentation 1 31 1 
documents 2 28 1 40 1 
does 2 20 1 31 2 
donald 1 28 1 
done 1 40 1 
door 1 41 1 
download 1 25 1 
downtown 2 40 1 42 1 
dozens 1 38 1 
draws 3 2 1 28 1 40 1 
drayton 1 0 1 
driving 2 24 1 46 6 
dual 1 10 1 
during 5 8 3 16 1 18 1 28 1 35 1 
duty 1 20 1 
dwight 1 40 1 
dynamic 1 3 1 
each 10 3 1 6 1 8 1 16 1 22 1 23 1 31 1 40 2 43 1 47 2 
early 2 0 1 37 1 
earn 2 4 1 38 1 
earth 2 5 1 6 1 
easily 1 47 1 
east 3 41 1 43 1 46 2 
eastern 1 5 1 
economic 1 3 1 
economics 1 28 1 
economicsdepartment 1 5 1 
edgerton 1 44 1 
edinburgh 1 38 1 
educate 4 11 1 31 1 40 1 47 1 
educates 3 3 1 28 1 47 1 
educating 2 1 1 40 1 
education 17 1 3 2 2 3 4 5 1 7 2 15 1 16 1 17 1 18 1 23 1 28 5 31 1 34 1 35 1 37 1 40 3 47 1 
educational 5 17 2 18 1 19 1 23 1 45 1 
educationdepartment 1 5 1 
educationfeldberg 1 30 1 
educationoffice 1 30 1 
educators 2 3 1 7 1 
effect 1 31 1 
effective 1 31 1 
effects 1 23 1 
efforts 2 16 1 31 1 
eidtson 1 29 1 
eight 1 36 1 
eisenhower 1 40 1 
eleazar 2 28 1 40 1 
elegant 1 6 1 
eli 1 27 1 
elite 1 40 1 
ellsworth 1 14 1 
email 2 31 2 45 1 
embedded 1 31 1 
embrace 1 7 1 
embraced 1 16 1 
embraces 1 47 1 
emphasis 1 36 1 
employee 1 16 1 
employees 2 17 3 27 1 
employment 4 14 1 20 1 29 1 30 1 
empowered 1 39 1 
ems 1 22 2 
enable 3 3 1 18 1 31 1 
enabling 1 18 1 
encompasses 3 2 1 11 1 28 1 
encounter 1 29 1 
encounters 2 3 1 14 1 
encourage 1 47 1 
encourages 2 23 1 47 1 
encrypted 1 31 1 
end 1 44 1 
endeavors 1 1 1 
endless 1 7 2 
endowment 2 28 1 30 1 
enduring 2 28 1 40 1 
energy 3 3 3 11 1 23 2 
engage 7 7 1 9 2 11 1 16 1 27 1 37 1 44 1 
engaged 1 11 1 
engagement 4 3 1 21 1 23 1 47 1 
engages 4 16 1 18 1 35 1 44 1 
engaging 1 14 1 
engineering 13 1 1 2 3 4 2 5 4 7 1 11 2 18 2 22 2 28 5 30 2 37 3 40 2 47 1 
engineeringenvironmental 1 5 1 
england 2 28 1 46 2 
english 5 0 1 5 1 6 1 28 1 47 1 
enhance 1 41 1 
enhances 1 47 1 
enjoy 1 42 1 
enjoyment 1 47 1 
enrichment 2 8 1 34 1 
enrolled 3 28 2 35 1 38 1 
enrollment 2 28 2 35 2 
ensemble 1 22 1 
ensembles 1 14 1 
ensure 3 13 1 16 1 29 1 
entire 3 34 2 35 1 39 1 
entrepreneurship 1 30 1 
entrepreneurshipthe 1 30 1 
environment 3 3 1 17 1 37 1 
environmental 6 3 1 6 1 21 1 22 1 23 1 38 1 
environmentally 1 23 1 
episcopal 1 44 1 
equal 1 29 1 
equips 1 18 1 
equity 1 30 1 
establish 1 16 1 
established 2 28 1 40 2 
establishing 1 40 2 
estate 2 30 1 42 1 
ethernet 1 45 2 
ethical 2 3 1 44 2 
ethics 1 3 1 
eu 1 31 9 
evaluating 1 31 1 
events 6 7 1 8 1 13 4 14 1 27 1 43 1 
eventsdaily 1 7 1 
eventsdevelopmentoffice 1 30 1 
every 8 3 1 8 1 13 3 20 1 22 1 23 1 34 1 40 2 
everyone 1 23 1 
everything 2 3 1 41 1 
examples 1 34 1 
excel 1 18 1 
excellence 6 1 1 9 1 10 1 11 1 16 1 47 1 
except 1 31 1 
exceptional 4 11 1 18 1 40 1 47 1 
exceptions 1 31 1 
exchange 2 11 1 38 2 
excites 2 9 1 36 1 
executive 3 2 1 7 1 28 2 
exercise 1 31 1 
exhibit 1 27 1 
exhibition 1 7 1 
exhibitions 1 8 1 
exit 1 46 7 
expand 1 22 1 
expansion 2 11 1 47 1 
expansive 1 7 1 
expect 2 0 1 9 1 
expects 1 47 1 
expenditures 1 28 1 
experience 10 0 2 7 1 9 3 19 1 20 1 35 1 37 1 38 2 40 2 47 2 
experiential 1 21 1 
expertise 3 2 1 10 1 33 1 
experts 2 3 1 8 1 
explicit 1 31 1 
exploration 2 0 2 3 1 
explorations 1 16 1 
explore 8 5 1 9 1 10 1 19 1 23 1 27 1 34 1 44 1 
exploring 5 3 1 9 1 20 1 34 1 40 1 
expo 1 18 1 
extensions 1 6 1 
extensive 5 6 3 7 1 10 1 14 1 35 1 
external 2 30 1 31 1 
extraordinarily 1 22 1 
extraordinary 1 1 1 
facilitates 4 2 1 3 1 14 1 39 1 
facilities 9 1 1 2 1 3 1 15 1 16 1 19 1 27 1 41 1 42 1 
facilitiesexecutive 1 30 1 
facility 2 15 2 17 1 
faculty 24 0 1 1 3 2 1 3 4 5 1 6 1 7 2 9 1 10 9 11 4 13 3 16 2 17 2 18 3 21 1 23 1 25 1 28 4 31 1 33 2 37 4 38 2 43 1 47 5 
facultyacademic 1 30 1 
facultyfinance 1 30 1 
faith 2 20 1 44 2 
fall 1 13 1 
families 3 17 1 27 1 42 1 
family 4 14 2 17 1 27 1 34 2 
famous 1 28 1 
fannie 1 3 1 
far 2 38 1 40 1 
farm 3 17 2 19 1 23 2 
favorite 1 6 1 
fayerweather 1 45 1 
feature 1 31 1 
features 2 2 1 31 1 
featuring 2 7 1 40 1 
federal 1 12 1 
feedback 2 29 1 31 1 
feeds 1 13 1 
fees 1 28 2 
fellow 1 28 1 
fellows 1 37 1 
fellowship 1 28 2 
fellowships 2 38 1 39 1 
female 1 21 1 
few 1 34 1 
field 4 15 1 35 1 36 1 38 1 
fields 4 3 1 5 1 10 1 11 1 
file 1 24 1 
files 1 31 3 
filling 1 31 1 
film 4 3 1 5 1 6 1 14 2 
finalist 1 22 1 
finance 2 8 1 30 3 
financial 4 28 2 30 3 37 1 47 1 
find 12 4 1 5 1 10 1 13 1 14 1 15 1 25 1 27 2 32 1 33 1 42 1 44 1 
finding 1 0 1 
